"BEZEICHNUNG","THIS_YEAR"
"Vertrieb und Marketing",4981000
"Personalnahe Aufwendungen",3399000
"Versicherungen, Beiträge und Abgaben",844000
"Sonstiges",5918000
"Erträge aus Auflösung von Rückstellungen/abgegrenzten Schulden",1159000
"Erträge aus vertraglicher Beziehung",1333000
"Erträge aus Umrechnungsdifferenzen",19000
"Erträge aus der Neubewertung von Forderungen und Verbindlichkeiten",608000
"Erträge aus verrechneten Sachbezügen",284000
"Erträge Sonstiges",930000
